Bairds - Pilsen/Lager                               ,United Kingdom,Grain         ,Base malt       ,2   ,37.2
Bairds - Roasted Barley                             ,United Kingdom,Grain         ,Base malt       ,600 ,33
Bairds - Vienna Malt                                ,United Kingdom,Grain         ,Base malt       ,4   ,37
Barnowl - Munich Malt II                            ,Canadian      ,Grain         ,Roasted malt    ,11  ,32
Barnowl - Pale Ale Malt                             ,Canadian      ,Grain         ,Base malt       ,3   ,35
Barnowl - Pilsener Malt                             ,Canadian      ,Grain         ,Base malt       ,2   ,36
Barnowl - Soft Red Wheat Malt                       ,Canadian      ,Grain         ,Base malt       ,3   ,32
Barnowl - Vienna                                    ,Canadian      ,Grain         ,Base malt       ,6   ,34
Barrett Burston - Pale Malt                         ,Australian    ,Grain         ,Base malt       ,2   ,37
Bays Best Feed - American - Oats                    ,American      ,Grain         ,Raw             ,10  ,33
Bestmalz - BEST Acidulated                          ,German        ,Grain         ,Acidulated malt ,3   ,35.9
Bestmalz - BEST Biscuit                             ,German        ,Grain         ,Roasted malt    ,20  ,35
Bestmalz - BEST Black Malt                          ,German        ,Grain         ,Roasted malt    ,425 ,30
Bestmalz - BEST Black Malt eXtra                    ,German        ,Grain         ,Roasted malt    ,500 ,30
Bestmalz - BEST Caramel Amber                       ,German        ,Grain         ,Crystal malt    ,25  ,34
Bestmalz - BEST Caramel Aromatic                    ,German        ,Grain         ,Crystal malt    ,19  ,34.5
Bestmalz - BEST Caramel Hell                        ,German        ,Grain         ,Crystal malt    ,5   ,34.5
Bestmalz - BEST Caramel Munich I                    ,German        ,Grain         ,Crystal malt    ,35  ,34.5
Bestmalz - BEST Caramel Munich II                   ,German        ,Grain         ,Crystal malt    ,46  ,34.5
Bestmalz - BEST Caramel Munich III                  ,German        ,Grain         ,Crystal malt    ,63  ,34.5
Bestmalz - BEST Caramel Pils                        ,German        ,Grain         ,Crystal malt    ,2   ,37
Bestmalz - BEST Chit Malt                           ,German        ,Grain         ,Base malt       ,1   ,23
Bestmalz - BEST Chocolate                           ,German        ,Grain         ,Roasted malt    ,338 ,34.5
Bestmalz - BEST Heidelberg                          ,German        ,Grain         ,Base malt       ,1   ,38
Bestmalz - BEST Heidelberg Wheat Malt               ,German        ,Grain         ,Base malt       ,2   ,37
Bestmalz - BEST Melanoidin                          ,German        ,Grain         ,Base malt       ,27  ,34.5
Bestmalz - BEST Melanoidin Light                    ,German        ,Grain         ,Base malt       ,20  ,34.5
Bestmalz - BEST Munich                              ,German        ,Grain         ,Base malt       ,6   ,37
Bestmalz - BEST Munich Dark                         ,German        ,Grain         ,Roasted malt    ,11  ,36.23
Bestmalz - BEST Organic Pilsen Malt                 ,German        ,Grain         ,Base malt       ,2   ,37
Bestmalz - BEST Pale ale                            ,German        ,Grain         ,Base malt       ,3   ,38.1
Bestmalz - BEST Peated                              ,German        ,Grain         ,Base malt       ,3   ,35.8
Bestmalz - BEST Pilsen                              ,German        ,Grain         ,Base malt       ,2   ,37
Bestmalz - Best RED X                               ,German        ,Grain         ,Base malt       ,12  ,36
Bestmalz - BEST Roasted Barley                      ,German        ,Grain         ,Roasted malt    ,480 ,30
Bestmalz - BEST Smoked                              ,German        ,Grain         ,Base malt       ,3   ,35.4
Bestmalz - BEST Special X                           ,German        ,Grain         ,Crystal malt    ,133 ,34.5
Bestmalz - BEST Spelt                               ,German        ,Grain         ,Base malt       ,2   ,37.7
Bestmalz - BEST Vienna                              ,German        ,Grain         ,Base malt       ,4   ,37
Bestmalz - BEST Wheat Malt                          ,German        ,Grain         ,Base malt       ,2   ,37.7
Bestmalz - BEST Wheat Malt Dark                     ,German        ,Grain         ,Base malt       ,7   ,37.7
Bestmalz - Rye Malt                                 ,German        ,Grain         ,Base malt       ,3   ,38
Bestmalz - Salome Lager Malt                        ,German        ,Grain         ,Base malt       ,2   ,37
Blacklands - Brownfield 15 Munich                   ,American      ,Grain         ,Roasted malt    ,15  ,35
Blacklands - Brownfield 25 Munich                   ,American      ,Grain         ,Roasted malt    ,25  ,35
Blacklands - Brownfield 40 Munich                   ,American      ,Grain         ,Roasted malt    ,40  ,35
Blacklands - Pale Moon 2-Row                        ,American      ,Grain         ,Base malt       ,4   ,37
Blacklands - Silver Star 2-row                      ,American      ,Grain         ,Base malt       ,4   ,35
Blue Ox Malthouse - Yankee Pilsner                  ,American      ,Grain         ,Base malt       ,1   ,37
Bobs Red MIll - Corn Grits                          ,              ,Adjunct       ,Base malt       ,1   ,15
Bobs Red MIll - Flaked Oats                         ,              ,Adjunct       ,Gluten-free malt,1   ,33
Bobs Red MIll - Organic Coconut Sugar               ,American      ,Sugar         ,Sugar           ,15  ,45
Brewferm - Pilsner                                  ,German        ,Grain         ,Base malt       ,1   ,37
Brewferm - Spraymalt - Light                        ,Belgian       ,Dry Extract   ,Extract         ,3   ,0
Briess - Apple Wood Smoked Malt                     ,American      ,Grain         ,Base malt       ,6   ,37
Briess - Aromatic Munich Malt 20L                   ,American      ,Grain         ,Base malt       ,20  ,35.4
Briess - Ashbourne Mild                             ,American      ,Grain         ,Base malt       ,5   ,36
Briess - Flaked Barley                              ,American      ,Adjunct       ,Other           ,1   ,32.2
Briess - Black Barley                               ,American      ,Grain         ,Roasted malt    ,500 ,25
Briess - Black Malt - 2-Row                         ,American      ,Grain         ,Roasted malt    ,500 ,25
Briess - Blackprinz Malt                            ,American      ,Grain         ,Roasted malt    ,500 ,25
Briess - Blonde Roast Oat Malt                      ,American      ,Grain         ,Roasted malt    ,4   ,20
Briess - Blonde RoastOat Malt                       ,American      ,Grain         ,Roasted malt    ,4   ,34.5
Briess - Bonlander Munich Malt 10L                  ,American      ,Grain         ,Base malt       ,10  ,35.9
Briess - Brewers Brown Rice Flakes                  ,American      ,Adjunct       ,Other           ,1   ,27.6
Briess - Brewers Corn Syrup                         ,American      ,Sugar         ,Sugar           ,1   ,40.9
Briess - Brewers Malt 2-Row                         ,American      ,Grain         ,Base malt       ,2   ,37
Briess - Brewers Oat Flakes                         ,American      ,Adjunct       ,Other           ,3   ,32.2
Briess - Brewers Red Wheat Flakes                   ,American      ,Adjunct       ,Other           ,2   ,32.2
Briess - Brewers Rye Flakes                         ,American      ,Adjunct       ,Other           ,3   ,32.7
Briess - Brewers Torrified Wheat                    ,American      ,Grain         ,Base malt       ,2   ,35
Briess - Brewers Yellow Corn Flakes                 ,American      ,Adjunct       ,Other           ,1   ,34.5
Briess - Carabrown Malt                             ,American      ,Grain         ,Crystal malt    ,55  ,36.3
Briess - Caracrystal Wheat Malt                     ,American      ,Grain         ,Crystal malt    ,55  ,35.9
Briess - Caramel Malt - 10L                         ,American      ,Grain         ,Crystal malt    ,10  ,35.4
Briess - Caramel Malt - 120L                        ,American      ,Grain         ,Crystal malt    ,120 ,34.5
Briess - Caramel Malt - 20L                         ,American      ,Grain         ,Crystal malt    ,20  ,35
Briess - Caramel Malt - 30L                         ,American      ,Grain         ,Crystal malt    ,30  ,35.4
Briess - Caramel Malt - 40L                         ,American      ,Grain         ,Crystal malt    ,40  ,35.4
Briess - Caramel Malt - 60L                         ,American      ,Grain         ,Crystal malt    ,60  ,35.4
Briess - Caramel Malt - 80L                         ,American      ,Grain         ,Crystal malt    ,80  ,35
Briess - Caramel Malt - 90L                         ,American      ,Grain         ,Crystal malt    ,90  ,34.5
Briess - Caramel Munich 60L                         ,American      ,Grain         ,Crystal malt    ,60  ,35.4
Briess - Caramel Rye                                ,American      ,Grain         ,Crystal malt    ,60  ,32
Briess - Caramel Rye Malt                           ,American      ,Grain         ,Crystal malt    ,60  ,36.8
Briess - Caramel Vienne 20L Malt                    ,American      ,Grain         ,Crystal malt    ,20  ,35.9
Briess - Carapils Copper                            ,American      ,Grain         ,Crystal malt    ,30  ,34
Briess - Carapils Copper Malt                       ,American      ,Grain         ,Base malt       ,30  ,34.5
Briess - Carapils Malt                              ,American      ,Grain         ,Base malt       ,2   ,34.5
Briess - CBW Rye                                    ,American      ,Liquid Extract,Extract         ,9   ,34.5
Briess - CBW® Golden Light                          ,American      ,Dry Extract   ,Extract         ,4   ,41
Briess - Cherry Wood Smoked Malt                    ,American      ,Grain         ,Base malt       ,5   ,37
Briess - Chocolate                                  ,American      ,Grain         ,Roasted malt    ,350 ,25
Briess - Dark Chocolate Malt                        ,American      ,Grain         ,Roasted malt    ,420 ,33
Briess - Dark Munich Malt 30L                       ,American      ,Grain         ,Base malt       ,30  ,36
Briess - Dextrose                                   ,American      ,Sugar         ,Sugar           ,1   ,45.5
Briess - Distillers Malt                            ,American      ,Grain         ,Base malt       ,2   ,35.4
Briess - DME Bavarian Wheat                         ,American      ,Dry Extract   ,Extract         ,3   ,44.6
Briess - DME Golden Light                           ,American      ,Dry Extract   ,Extract         ,4   ,44.6
Briess - DME Goldpils Vienna                        ,American      ,Dry Extract   ,Extract         ,6   ,45
Briess - DME Munich                                 ,American      ,Dry Extract   ,Extract         ,8   ,45
Briess - DME Organic Maltoferm                      ,American      ,Dry Extract   ,Extract         ,4   ,45
Briess - DME Pale Ale                               ,American      ,Dry Extract   ,Extract         ,6   ,45
Briess - DME Pilsen Light                           ,American      ,Dry Extract   ,Extract         ,2   ,45
Briess - DME Sparkling Amber                        ,American      ,Dry Extract   ,Extract         ,10  ,44.6
Briess - DME Traditional Dark                       ,American      ,Dry Extract   ,Extract         ,30  ,44.6
Briess - Extra Special Malt                         ,American      ,Grain         ,Roasted malt    ,130 ,33.5
Briess - Full Pint Brewers Malt                     ,American      ,Grain         ,Base malt       ,2   ,37.3
Briess - Goldpils Vienna Malt                       ,American      ,Grain         ,Base malt       ,4   ,36.8
Briess - LME Bavarian Wheat                         ,American      ,Liquid Extract,Extract         ,3   ,37.6
Briess - LME Golden Light                           ,American      ,Liquid Extract,Extract         ,4   ,37.6
Briess - LME Goldpils Vienna                        ,American      ,Liquid Extract,Extract         ,6   ,34.5
Briess - LME Munich                                 ,American      ,Liquid Extract,Extract         ,8   ,34.5
Briess - LME Organic Maltoferm                      ,American      ,Liquid Extract,Extract         ,4   ,37.6
Briess - LME Pale Ale                               ,American      ,Liquid Extract,Extract         ,6   ,34.5
Briess - LME Pilsen Light                           ,American      ,Liquid Extract,Extract         ,2   ,37.6
Briess - LME Porter                                 ,American      ,Liquid Extract,Extract         ,17  ,37.6
Briess - LME Rye                                    ,American      ,Liquid Extract,Extract         ,9   ,34.5
Briess - LME Sparkling Amber Liquid                 ,American      ,Liquid Extract,Extract         ,10  ,37.6
Briess - LME Traditional Dark                       ,American      ,Liquid Extract,Extract         ,30  ,37.6
Briess - LME White Grain Sorghum                    ,American      ,Liquid Extract,Extract         ,3   ,34.5
Briess - Mesquite Smoked Malt                       ,American      ,Grain         ,Base malt       ,5   ,37
Briess - Midnight Wheat Malt                        ,American      ,Grain         ,Roasted malt    ,550 ,25
Briess - Organic Black Malt                         ,American      ,Grain         ,Roasted malt    ,500 ,32.2
Briess - Organic Bonlander Munich Malt 10L          ,American      ,Grain         ,Base malt       ,10  ,35
Briess - Organic Brewers Malt                       ,American      ,Grain         ,Base malt       ,2   ,37
Briess - Organic Caramel Malt - 120L                ,American      ,Grain         ,Crystal malt    ,120 ,32.2
Briess - Organic Caramel Malt - 20L                 ,American      ,Grain         ,Crystal malt    ,20  ,33.6
Briess - Organic Caramel Malt - 60L                 ,American      ,Grain         ,Crystal malt    ,60  ,33.6
Briess - Organic Carapils Malt                      ,American      ,Grain         ,Base malt       ,2   ,33.6
Briess - Organic Chocolate Malt                     ,American      ,Grain         ,Roasted malt    ,350 ,33.6
Briess - Organic Roasted Barley                     ,American      ,Grain         ,Roasted malt    ,300 ,33.1
Briess - Pale Ale Malt 2-Row                        ,American      ,Grain         ,Base malt       ,4   ,36.8
Briess - Pilsen Malt 2-Row                          ,American      ,Grain         ,Base malt       ,1   ,37
Briess - Red Wheat Raw                              ,American      ,Grain         ,Base malt       ,2   ,36.8
Briess - Rice Hulls                                 ,American      ,Adjunct       ,Other           ,0   ,0
Briess - Flaked Rice                                ,American      ,Adjunct       ,Other           ,1   ,32.2
Briess - Roasted Barley                             ,American      ,Grain         ,Roasted malt    ,300 ,33.1
Briess - Rye Malt                                   ,American      ,Grain         ,Base malt       ,4   ,36.8
Briess - Rye Raw                                    ,American      ,Grain         ,Base malt       ,3   ,35.3
Briess - Special Roast                              ,American      ,Grain         ,Roasted malt    ,40  ,33
Briess - Synergy Select Pilsen Malt                 ,American      ,Grain         ,Base malt       ,2   ,38.3
Briess - Victory Malt                               ,American      ,Grain         ,Roasted malt    ,28  ,34.5
Briess - Wheat Malt - Red                           ,American      ,Grain         ,Base malt       ,2   ,37.3
Briess - Wheat Malt - White                         ,American      ,Grain         ,Base malt       ,3   ,39.1
Briess - White Wheat Raw                            ,American      ,Grain         ,Base malt       ,2   ,34.5
BSG - Flaked White Wheat                            ,American      ,Adjunct       ,Raw             ,2   ,36
BSG - Perla Negra                                   ,American      ,Grain         ,Acidulated malt ,340 ,32
Candi Syrup - Belgian Candi Syrup - Amber           ,              ,Sugar         ,Sugar           ,40  ,32
Candi Syrup - Belgian Candi Syrup - Blanc           ,              ,Sugar         ,Sugar           ,0   ,42
Candi Syrup - Belgian Candi Syrup - Brun Fonce    ,              ,Sugar         ,Sugar           ,22  ,42
Candi Syrup - Belgian Candi Syrup - Brun Leger      ,              ,Sugar         ,Sugar           ,7   ,42
Candi Syrup - Belgian Candi Syrup - Clear           ,              ,Sugar         ,Sugar           ,0   ,32
Candi Syrup - Belgian Candi Syrup - D-180           ,              ,Sugar         ,Sugar           ,180 ,32
Candi Syrup - Belgian Candi Syrup - D-240           ,              ,Sugar         ,Sugar           ,240 ,32
Candi Syrup - Belgian Candi Syrup - D-45            ,              ,Sugar         ,Sugar           ,45  ,32
Candi Syrup - Belgian Candi Syrup - D-90            ,              ,Sugar         ,Sugar           ,90  ,32
Candi Syrup - Belgian Candi Syrup - D2              ,              ,Sugar         ,Sugar           ,160 ,32
Candi Syrup - Belgian Candi Syrup - Dark            ,              ,Sugar         ,Sugar           ,80  ,32
Candi Syrup - Belgian Candi Syrup - Golden          ,              ,Sugar         ,Sugar           ,5   ,32
Candi Syrup - Belgian Candi Syrup - Simplicity      ,              ,Sugar         ,Sugar           ,1   ,32
Candi Syrup - Cascade Beer Candi Syrup - Thai Ginger,American      ,Sugar         ,Sugar           ,7   ,1.032
Castle Malting - Amber                              ,Belgian       ,Grain         ,Roasted malt    ,17  ,35.9
Castle Malting - Château Abbey                      ,Belgian       ,Grain         ,Crystal malt    ,18  ,33
Castle Malting - Château Acid                       ,Belgian       ,Grain         ,Acidulated malt ,4   ,34
Castle Malting - Château Arome                      ,Belgian       ,Grain         ,Crystal malt    ,40  ,34.4
Castle Malting - Château Biscuit                    ,Belgian       ,Grain         ,Base malt       ,17  ,35
Castle Malting - Château Black                      ,Belgian       ,Grain         ,Other           ,488 ,34
Castle Malting - Château Cafe                       ,Belgian       ,Grain         ,Roasted malt    ,177 ,35
Castle Malting - Château Cafe Light                 ,Belgian       ,Grain         ,Crystal malt    ,90  ,34
Castle Malting - Château Cara Blond                 ,Belgian       ,Grain         ,Crystal malt    ,8   ,34
Castle Malting - Château Cara Clair                 ,Belgian       ,Grain         ,Crystal malt    ,3   ,35
Castle Malting - Château Cara Gold                  ,Belgian       ,Grain         ,Crystal malt    ,45  ,34
Castle Malting - Château Cara Ruby                  ,Belgian       ,Grain         ,Crystal malt    ,19  ,33
Castle Malting - Château Chocolat                   ,Belgian       ,Grain         ,Roasted malt    ,488 ,38
Castle Malting - Château Crystal                    ,Belgian       ,Grain         ,Crystal malt    ,61  ,34.4
Castle Malting - Château Melano                     ,Belgian       ,Grain         ,Base malt       ,31  ,35.88
Castle Malting - Château Monastique                 ,Belgian       ,Grain         ,Crystal malt    ,18  ,35
Castle Malting - Château Munich                     ,Belgian       ,Grain         ,Base malt       ,13  ,34
Castle Malting - Château Munich Light               ,Belgian       ,Grain         ,Roasted malt    ,8   ,34
Castle Malting - Château Pale Ale                   ,Belgian       ,Grain         ,Base malt       ,3   ,38
Castle Malting - Château Pilsen 2RS                 ,Belgian       ,Grain         ,Base malt       ,2   ,37
Castle Malting - Château Roasted Barley             ,Belgian       ,Grain         ,Roasted malt    ,432 ,30
Castle Malting - Château Rye Malt (Malta De Centeno),Belgian       ,Grain         ,Other           ,4   ,36
Castle Malting - Château Smoked (Malta Ahumada)     ,Belgian       ,Grain         ,Roasted malt    ,2   ,35.4
Castle Malting - Château Special Belgium            ,Belgian       ,Grain         ,Crystal malt    ,115 ,34
Castle Malting - Château Vienna                     ,Belgian       ,Grain         ,Base malt       ,3   ,38
Castle Malting - Château Wheat Blanc                ,Belgian       ,Grain         ,Base malt       ,2   ,38
Castle Malting - Château Whiskey Light              ,Belgian       ,Grain         ,Other           ,2   ,38
Coopers - Brew Enhancer 1                           ,Australian    ,Sugar         ,Sugar           ,1   ,45
Coopers - Brew Enhancer 2                           ,Australian    ,Liquid Extract,Extract         ,6   ,45
Coopers - Brew Enhancer 3                           ,Australian    ,Liquid Extract,Other           ,4   ,12
Coopers - IPA Kit                                   ,Australian    ,Liquid Extract,Extract         ,1   ,12
Coopers - Lager kit                                 ,Australian    ,              ,Extract         ,4   ,35
Coopers - Pale Ale kit                              ,Australian    ,              ,Base malt       ,4   ,35
Coopers - Pale Malt                                 ,Australian    ,Grain         ,Base malt       ,3   ,38
Coopers - Premium Pale Malt                         ,Australian    ,Grain         ,Other           ,3   ,37
Crisp Malting - Amber                               ,United Kingdom,Grain         ,Base malt       ,28  ,33.1
Crisp Malting - Best Ale                            ,United Kingdom,Grain         ,Base malt       ,3   ,37.5
Crisp Malting - Black                               ,United Kingdom,Grain         ,Roasted malt    ,600 ,34.5
Crisp Malting - Brown Malt                          ,United Kingdom,Grain         ,Base malt       ,65  ,32.7
Crisp Malting - Cara Gold malt                      ,United Kingdom,Grain         ,Crystal malt    ,14  ,34
Crisp Malting - Caramalt                            ,United Kingdom,Grain         ,Crystal malt    ,15  ,34
Crisp Malting - Caramalt 15L                        ,United Kingdom,Grain         ,Base malt       ,18  ,32.7
Crisp Malting - Chevallier Heritage Malt            ,United Kingdom,Grain         ,Base malt       ,3   ,36.3
Crisp Malting - Chocolate Malt                      ,United Kingdom,Grain         ,Roasted malt    ,380 ,32.66
Crisp Malting - Clear Choice Malt                   ,United Kingdom,Grain         ,Base malt       ,3   ,37
Crisp Malting - Crystal 60L                         ,United Kingdom,Grain         ,Crystal malt    ,60  ,33.1
Crisp Malting - Crystal Dark - 77L                  ,United Kingdom,Grain         ,Crystal malt    ,77  ,33.1
Crisp Malting - Crystal Extra Dark - 120L           ,United Kingdom,Grain         ,Crystal malt    ,120 ,35
Crisp Malting - Crystal Light - 45L                 ,United Kingdom,Grain         ,Crystal malt    ,45  ,33.1
Crisp Malting - Dark Munich                         ,United Kingdom,Grain         ,Base malt       ,19  ,36.3
Crisp Malting - Europils Malt                       ,United Kingdom,Grain         ,Base malt       ,2   ,37.5
Crisp Malting - Extra Pale Maris Otter              ,United Kingdom,Grain         ,Base malt       ,2   ,37.5
Crisp Malting - Finest Maris Otter                  ,United Kingdom,Grain         ,Base malt       ,3   ,38
Crisp Malting - Flaked Torredied Oats               ,United Kingdom,Adjunct       ,Other           ,3   ,33
Crisp Malting - Gleneagles Premium Peated Malt      ,United Kingdom,Grain         ,Base malt       ,3   ,37.5
Crisp Malting - Munich Malt                         ,United Kingdom,Grain         ,Base malt       ,10  ,37
Crisp Malting - No. 19 Floor-Malted Maris Otter Malt,United Kingdom,Grain         ,Base malt       ,3   ,37
Crisp Malting - Pale Ale                            ,United Kingdom,Grain         ,Base malt       ,4   ,38
Crisp Malting - Pale Chocolate                      ,United Kingdom,Grain         ,Roasted malt    ,220 ,32.7
Crisp Malting - Pale Wheat Malt                     ,United Kingdom,Grain         ,Base malt       ,2   ,38.7
Crisp Malting - Roasted Barley                      ,United Kingdom,Grain         ,Roasted malt    ,695 ,31.28
Crisp Malting - Rye Malt                            ,United Kingdom,Grain         ,Base malt       ,12  ,39.8
Crisp Malting - Torrefied Wheat                     ,United Kingdom,Grain         ,Base malt       ,3   ,36.8
Crisp Malting - Wheat Malt                          ,United Kingdom,Grain         ,Base malt       ,2   ,38.87
Deer Creek - Colonial Pilsner                       ,American      ,Grain         ,Base malt       ,2   ,36.3
Deer Creek - Double Dutch                           ,American      ,Grain         ,Other           ,20  ,35.4
Deer Creek - Dutch                                  ,American      ,Grain         ,Base malt       ,10  ,35.9
Deer Creek - First Crack                            ,American      ,Grain         ,Base malt       ,45  ,35.4
Deer Creek - Keystone Pale                          ,American      ,Grain         ,Base malt       ,3   ,37.7
Deer Creek - Pale Rye                               ,American      ,Grain         ,Base malt       ,4   ,38.6
Deer Creek - Pale Spelt                             ,American      ,Grain         ,Base malt       ,3   ,37.7
Deer Creek - Pale Triticale                         ,American      ,Grain         ,Base malt       ,4   ,38.6
Deer Creek - Pale Wheat                             ,American      ,Grain         ,Base malt       ,4   ,38.1
Deer Creek - Sweet Liberty                          ,American      ,Grain         ,Base malt       ,6   ,36.3
Deer Creek - Twilight Wheat                         ,American      ,Grain         ,Base malt       ,9   ,37.7
Dingemans - Aromatic Malt                           ,Belgian       ,Grain         ,Base malt       ,19  ,36.3
Dingemans - Biscuit                                 ,American      ,Grain         ,Base malt       ,22  ,34.5
Dingemans - Cara 120 MD                             ,Belgian       ,Grain         ,Crystal malt    ,120 ,34
Dingemans - Cara 20                                 ,Belgian       ,Grain         ,Crystal malt    ,19  ,34.5
Dingemans - Cara 45                                 ,Belgian       ,Grain         ,Crystal malt    ,47  ,34.5
Dingemans - Cara 8                                  ,Belgian       ,Grain         ,Crystal malt    ,9   ,34.5
Dingemans - Chocolate - mroost 1400                 ,Belgian       ,Grain         ,Roasted malt    ,340 ,0
Dingemans - De-bittered Black Malt                  ,Belgian       ,Grain         ,Roasted malt    ,550 ,32.2
Dingemans - Debittered Black - mroost 1400          ,Belgian       ,Grain         ,Roasted malt    ,530 ,0
Dingemans - Dingemans De Husked Roasted Barley      ,Belgian       ,              ,Roasted malt    ,0   ,30
Dingemans - Munich MD                               ,Belgian       ,Grain         ,Base malt       ,6   ,36.5
Dingemans - Pale Ale                                ,Belgian       ,Grain         ,Base malt       ,4   ,36.8
Dingemans - Pilsen                                  ,Belgian       ,Grain         ,Base malt       ,2   ,36.8
Dingemans - Special B                               ,Belgian       ,Grain         ,Crystal malt    ,125 ,33.1
Dingemans - Wheat Malt                              ,Belgian       ,Grain         ,Base malt       ,2   ,38.1
Eckert Malting - Biscuit Rice Malt                  ,American      ,Grain         ,Gluten-free malt,5   ,22
Eckert Malting - Crystal Rice Malt                  ,American      ,Grain         ,Gluten-free malt,16  ,22
Eckert Malting - Pale Rice Malt                     ,American      ,Grain         ,Gluten-free malt,1   ,22
Franco-Belges - Aromatic Malt                       ,Belgian       ,Grain         ,Acidulated malt ,3   ,35
Franco-Belges - Belgian Candi Sugar - Dark          ,Belgian       ,Sugar         ,Sugar           ,160 ,38
Franco-Belges - Caramel Munich 60                   ,Belgian       ,Grain         ,Crystal malt    ,60  ,34
Franco-Belges - Caramel Munich 80                   ,Belgian       ,Grain         ,Crystal malt    ,80  ,34
Franco-Belges - CaraVienna                          ,Belgian       ,Grain         ,Base malt       ,20  ,27
Franco-Belges - Kiln Amber                          ,Belgian       ,Grain         ,Base malt       ,17  ,28
Franco-Belges - Kiln Coffee                         ,Belgian       ,Grain         ,Roasted malt    ,150 ,28
Franco-Belges - Pilsen Malt                         ,Belgian       ,Grain         ,Base malt       ,2   ,39
Franco-Belges - Special Aromatic                    ,Belgian       ,Grain         ,Base malt       ,4   ,37
Gambrinus - ESB Pale Malt                           ,Canadian      ,Grain         ,Base malt       ,3   ,36.8
Gambrinus - Honey Malt                              ,Canadian      ,Grain         ,Crystal malt    ,25  ,37
Gambrinus - Munich - Light 10L                      ,Canadian      ,Grain         ,Base malt       ,10  ,37.3
Gambrinus - Munich Dark                             ,Canadian      ,Grain         ,Base malt       ,30  ,37.3
Gambrinus - Pale Malt                               ,Canadian      ,Grain         ,Base malt       ,2   ,37.3
Gambrinus - Pilsner Malt                            ,Canadian      ,Grain         ,Base malt       ,2   ,37.3
Gambrinus - Wheat Malt                              ,Canadian      ,Grain         ,Base malt       ,2   ,35.9
Gladfield - American Ale Malt                       ,New Zealand   ,Grain         ,Base malt       ,3   ,37.3
Gladfield - Aurora Malt                             ,New Zealand   ,Grain         ,Base malt       ,29  ,37.2
Gladfield - Big O Malted Oats                       ,New Zealand   ,Grain         ,Base malt       ,2   ,27.5
Gladfield - Biscuit Malt                            ,New Zealand   ,Grain         ,Base malt       ,30  ,35
Gladfield - Brown Malt                              ,New Zealand   ,Grain         ,Base malt       ,90  ,34
Gladfield - Chit Malt                               ,New Zealand   ,Grain         ,Base malt       ,2   ,15
Gladfield - Chocolate Malt                          ,New Zealand   ,Grain         ,Roasted malt    ,488 ,24
Gladfield - Chocolate Rye Malt                      ,New Zealand   ,Grain         ,Base malt       ,406 ,32.7
Gladfield - Crystal Rye Malt                        ,New Zealand   ,Grain         ,Crystal malt    ,36  ,37
Gladfield - Dark Chocolate Malt                     ,New Zealand   ,Grain         ,Base malt       ,660 ,32.7
Gladfield - Dark Crystal Malt                       ,New Zealand   ,Grain         ,Crystal malt    ,96  ,35.4
Gladfield - Dextrose                                ,New Zealand   ,Sugar         ,Sugar           ,0   ,46
Gladfield - Distillers Malt                         ,New Zealand   ,Grain         ,Base malt       ,2   ,37.5
Gladfield - Flaked Spelt                            ,New Zealand   ,Grain         ,Base malt       ,2   ,32.2
Gladfield - Fonterra - Lactose                      ,New Zealand   ,Sugar         ,Sugar           ,0   ,35
Gladfield - German Pilsner Malt                     ,New Zealand   ,Grain         ,Base malt       ,2   ,37.3
Gladfield - Gladiator Malt                          ,New Zealand   ,Grain         ,Base malt       ,5   ,37.3
Gladfield - Harraways Rolled Oats                  ,New Zealand   ,Grain         ,Base malt       ,1   ,39.1
Gladfield - Harraways Flaked Wheat                  ,New Zealand   ,Grain         ,Base malt       ,2   ,35.4
Gladfield - Harraways Rolled Barley                 ,New Zealand   ,Grain         ,Base malt       ,2   ,35.4
Gladfield - Lager Light                             ,New Zealand   ,Grain         ,Base malt       ,1   ,37
Gladfield - Light Chocolate Malt                    ,New Zealand   ,Grain         ,Base malt       ,457 ,32.7
Gladfield - Light Crystal Malt                      ,New Zealand   ,Grain         ,Crystal malt    ,32  ,35.4
Gladfield - Maltodextrin                            ,New Zealand   ,Sugar         ,Sugar           ,3   ,34.5
Gladfield - Manuka Smoked Malt                      ,New Zealand   ,Grain         ,Base malt       ,2   ,36.8
Gladfield - Medium Crystal Malt                     ,New Zealand   ,Grain         ,Crystal malt    ,56  ,35.4
Gladfield - Munich Malt                             ,New Zealand   ,Grain         ,Base malt       ,8   ,36.8
Gladfield - Organic Pilsner                         ,New Zealand   ,Grain         ,Base malt       ,2   ,37.9
Gladfield - Pilsner Malt                            ,New Zealand   ,Grain         ,Base malt       ,2   ,37.7
Gladfield - Raw Barley                              ,New Zealand   ,Grain         ,Base malt       ,2   ,28
Gladfield - Raw Wheat                               ,New Zealand   ,Grain         ,Base malt       ,2   ,28
Gladfield - Red Back Malt                           ,New Zealand   ,Grain         ,Base malt       ,33  ,35.4
Gladfield - Red Back Wheat                          ,New Zealand   ,Grain         ,Base malt       ,14  ,37.7
Gladfield - Roast Barley                            ,New Zealand   ,Grain         ,Base malt       ,736 ,32.7
Gladfield - Roasted Wheat                           ,New Zealand   ,Grain         ,Roasted malt    ,279 ,33.6
Gladfield - Rye Malt                                ,New Zealand   ,Grain         ,Base malt       ,3   ,40.2
Gladfield - Shepherds Delight Malt                  ,New Zealand   ,Grain         ,Base malt       ,152 ,35.4
